the-nibelungenlied|Melvyn Bragg and guests discuss the epic German poem of Siegfried and Kriemhild against Gunther and Brunhilda, two powerful couples whose friendship turns to rivalry and revenge.|https://open.live.bbc.co.uk/mediaselector/6/redir/version/2.0/mediaset/audio-nondrm-download/proto/https/vpid/p0dkm107.mp3
platos-atlantis|Melvyn Bragg and guests discuss the legend of the lost island of Atlantis, first told by Plato and taken literally by Renaissance Europeans as they began to explore the oceans.|https://open.live.bbc.co.uk/mediaselector/6/redir/version/2.0/mediaset/audio-nondrm-download/proto/https/vpid/p0d1lg85.mp3
the-davidian-revolution|Melvyn Bragg and guests discuss great changes in Scotland associated with David I, from the founding of trading towns such as Edinburgh to new monasteries and new ways of governing|https://open.live.bbc.co.uk/mediaselector/6/redir/version/2.0/mediaset/audio-nondrm-download/proto/https/vpid/p0c4lm60.mp3
the-arthashastra|Melvyn Bragg and guests discuss the ancient Indian Sanskrit text the Arthashastra.|https://open.live.bbc.co.uk/mediaselector/6/redir/version/2.0/mediaset/audio-nondrm-download/proto/https/vpid/p0brvnz7.mp3
a-christmas-carol|From Bah Humbug to God Bless Us Every One: Melvyn Bragg and guests discuss Charles Dickens' story of Scrooge's salvation by the ghosts of Christmas Past, Present and Yet To Come.|https://open.live.bbc.co.uk/mediaselector/6/redir/version/2.0/mediaset/audio-nondrm-download/proto/https/vpid/p0bb225c.mp3
